"role","file","source","source_repository","source_commit","source_path","source_sha256","sha256","source_access","provenance_status","note"
"age_length","bet.age_length","input-repos/ofp-sam-2026-BET-YFT-age-length-build/BET/bet.2023.new-structure.age_length","","96a06d2","input-repos/ofp-sam-2026-BET-YFT-age-length-build/BET/bet.2023.new-structure.age_length","1c51daab63859af5392d42d5ebbff6bd1821ff315f5fddea083bcc2ba849bcef","5529b5c52079f9cde36f84a133bc9864b27bd70d41ece809f4863e5a29786135","unverified","unlocked","set age_length effective sample size to 0.75 for 112 records"
"doitall","doitall.sh","steps/05-NewStructure/model/doitall.sh","","52bccc5","steps/05-NewStructure/model/doitall.sh","49a9beef4be807f9f1642b333210a58fdbbb113748ac5642ebe7721df9e89659","58839bc75f8e95ac10264a0a7fe403a8ef725c97330ac4b78ab02e1b2bf56177","unverified","unlocked","generated from the five-region template with only declared cumulative controls"
"domestic_size_qc","dom-lf-qc-summary.csv","input-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2026.new-structure.global-cpue.wt-as-len-plus-len.frq","","f89e066","input-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2026.new-structure.global-cpue.wt-as-len-plus-len.frq","21bf76372bbd8b7ef570f1f5dbd4c6821f00efd20e7b7174fc58a09fda34d78d","fa0faf69f30cd3d6b1d68872a8b193f6b6fdd294b007e26b1a6fba5f04baa973","unverified","unlocked","F21-F23 intervals with midpoint above 90 cm removed; output SHA 380409200f0857dda1302b4bfc0e711297e974f04f595f2adaf91df06d0bd134"
"f15_size_qc","f15-lf-qc-summary.csv","input-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2026.new-structure.global-cpue.wt-as-len-plus-len.frq","","f89e066","input-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2026.new-structure.global-cpue.wt-as-len-plus-len.frq","21bf76372bbd8b7ef570f1f5dbd4c6821f00efd20e7b7174fc58a09fda34d78d","7826d4988709005b30a07af617a065c232af2ba4fb89790c7952b3f5f4aced63","unverified","unlocked","F15 bins below 70 cm set to zero; source SHA 21bf76372bbd8b7ef570f1f5dbd4c6821f00efd20e7b7174fc58a09fda34d78d"
"frq","bet.frq","input-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2026.new-structure.global-cpue.wt-as-len-plus-len.frq","","f89e066","input-repos/ofp-sam-2026-BET-YFT-frq-build/BET/bet.2026.new-structure.global-cpue.wt-as-len-plus-len.frq","21bf76372bbd8b7ef570f1f5dbd4c6821f00efd20e7b7174fc58a09fda34d78d","380409200f0857dda1302b4bfc0e711297e974f04f595f2adaf91df06d0bd134","unverified","unlocked","copied without year chopping; F15 <70 cm bins zeroed and F21-F23 >90 cm midpoint bins removed without renormalisation"
"ini","bet.ini","https://github.com/PacificCommunity/ofp-sam-2026-BET-YFT-build-ini/blob/efe3107c72774ee73b5e6dc45e44cf51f0fc20e8/BET/bet.2026.ini","https://github.com/PacificCommunity/ofp-sam-2026-BET-YFT-build-ini","efe3107c72774ee73b5e6dc45e44cf51f0fc20e8","BET/bet.2026.ini","4a31dabf154cec6b1a8511ff2a9a4db857d68099e07e842ae3c45b026f472602","a0f3973fab2ee37be0d5831803d600106e7b9c3f385261fdb24d5539f537acab","public","locked","Fixed Lorenzen natural-mortality intercept applied from the 01-Diag2023 mgc=-5 diagnostic final par; normalized MFCL 1007 tag-control rows for 98 release groups; RRPTTP26 rebuilt the complete RTTP/PTTP/JPTP group, active, initial, target, and penalty matrices from the audited 33-fishery table; set only tag_flags(:,2) to 0"
"ini_reporting_rates","bet.ini","https://github.com/PacificCommunity/ofp-sam-2026-BET-YFT-build-ini/blob/efe3107c72774ee73b5e6dc45e44cf51f0fc20e8/BET/bet.2026.ini","https://github.com/PacificCommunity/ofp-sam-2026-BET-YFT-build-ini","efe3107c72774ee73b5e6dc45e44cf51f0fc20e8","BET/bet.2026.ini","4a31dabf154cec6b1a8511ff2a9a4db857d68099e07e842ae3c45b026f472602","a0f3973fab2ee37be0d5831803d600106e7b9c3f385261fdb24d5539f537acab","public","locked","rrpttp26 reporting-rate matrices only"
"rrpttp26_reporting_audit","bet.ini","config/rrpttp26-reporting-rates.csv","","52bccc5","config/rrpttp26-reporting-rates.csv","6d926d0bef79f54a8fc0a573480959b7f91e9f90be1e912068662edfac388db2","a0f3973fab2ee37be0d5831803d600106e7b9c3f385261fdb24d5539f537acab","unverified","unlocked","complete audited 33-fishery RRPTTP26 matrix specification"
"tag","bet.tag","https://github.com/PacificCommunity/ofp-sam-2026-BET-YFT-tag-prep/blob/44f804341a8e1d9b46e8e6c147dee884c476c28d/BET/bet.2026.low.recaps.removed.tag","https://github.com/PacificCommunity/ofp-sam-2026-BET-YFT-tag-prep","44f804341a8e1d9b46e8e6c147dee884c476c28d","BET/bet.2026.low.recaps.removed.tag","b140e66eb52f2b7e022ef2c562134f8bc9baf3dede18ce95283a001acd2b013f","b140e66eb52f2b7e022ef2c562134f8bc9baf3dede18ce95283a001acd2b013f","public","locked","exact selected tag input; never replaced by an earlier step"
